School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Out of State Cost,In State Cost,Average Net Price (Public),Average Net Price (Private),Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,90th Percentile Cumulative Loan Debt,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Median Earnings for Students Not Enrolled 10 Years,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio
University of Houston-Victoria,TX,77901,13,0.6308,8695.0,3306.0,0.3509,0.6491,0.6098,60679.0,26.0,0.5553,19031.0,16909.0,6781.0,8967.0,,0.4946,0.4804,31348.0,0.1936,0.619266055,0.102,1.03043157905254,47294.0,0,8967.0,2.4935850169591505,0.6628324946081955
University of Houston,TX,77204-2018,11,0.8262,12273.0,37631.0,0.5,0.5,0.8483,68874.0,22.0,0.6498,22721.0,21749.0,9221.0,12838.0,,0.4051,0.3707,33500.0,0.6038,0.6712161145,0.053,0.97156227472585,56763.0,0,12838.0,2.3586378917687885,0.5901731761887145
Howard Payne University,TX,76801-2794,33,1.0,5767.0,817.0,0.5435,0.4565,0.4315,55883.0,20.0,0.5385,39973.0,29198.0,29198.0,,22178.0,0.3202,0.5956,33000.0,0.3933,0.6108527132,0.138,1.02579481279964,43756.0,0,22178.0,1.0,0.7541822835725386
Huston-Tillotson University,TX,78702-2795,11,0.4889,6145.0,1112.0,0.3714,0.6286,0.555,57117.0,25.0,0.6251,23949.0,14346.0,14346.0,,16775.0,0.7256,0.9196,43531.0,0.2564,0.3282674772,0.208,1.06915465846765,36769.0,0,16775.0,1.0,1.183904919905355
University of the Incarnate Word,TX,78209,11,0.4812,8447.0,5055.0,0.3947,0.6053,0.7292,59715.0,26.0,0.9377,44099.0,32576.0,32576.0,,24784.0,0.3992,0.5151,42056.0,0.501,0.5689045936,0.066,1.03951648832487,48532.0,1,24784.0,1.0,0.8665622681941811
Jarvis Christian College,TX,75765-1470,42,1.0,7398.0,849.0,0.4393,0.5607,0.4699,49930.0,22.0,,25223.0,11720.0,11720.0,,14152.0,0.8039,0.7728,40207.0,0.1487,0.268389662,0.176,1.08276232847101,27476.0,0,14152.0,1.0,1.4633498325811618
Lamar University,TX,77705,12,0.7875,8381.0,8302.0,0.4183,0.5817,0.656,53474.0,25.0,0.8381,20448.0,18622.0,8494.0,12311.0,,0.402,0.4328,39000.0,0.3034,0.4935642406,0.076,1.04298657514954,44159.0,0,12311.0,2.192371085472098,0.8831721732829095
Texas A & M International University,TX,78041-1900,11,0.5979,8494.0,7189.0,0.392,0.608,0.7861,43910.0,21.0,0.5415,13238.0,18666.0,7348.0,3074.0,,0.6446,0.4003,26621.0,0.4639,0.5627813907,0.082,1.00249839935524,46823.0,0,3074.0,2.54028307022319,0.5685453730004485
LeTourneau University,TX,75602,13,0.3797,6420.0,1776.0,0.5935,0.4065,0.7622,63985.0,27.0,0.4451,43406.0,31270.0,31270.0,,23196.0,0.2371,0.4052,41959.0,0.6178,0.6457711443,0.067,0.9714500256978,52123.0,0,23196.0,1.0,0.8049997122191739
Lubbock Christian University,TX,79407-2099,11,0.5657,6533.0,1332.0,0.3911,0.6089,0.7099,51468.0,24.0,0.9066,35023.0,23330.0,23330.0,,24128.0,0.3857,0.7929,37500.0,0.4833,0.6549763033,0.078,1.01004998792554,43733.0,0,24128.0,1.0,0.8574760478357305
University of Mary Hardin-Baylor,TX,76513-2599,23,1.0,7949.0,3333.0,0.3495,0.6505,0.6663,62566.0,22.0,0.8738,41426.0,29700.0,29700.0,,27099.0,0.4021,0.6762,37500.0,0.4838,0.6684350133,0.085,0.97655628321921,47440.0,0,27099.0,1.0,0.7904721753794266
McMurry University,TX,79697,12,0.9889,6627.0,1128.0,0.4823,0.5177,0.6986,52571.0,21.0,0.4546,40851.0,28099.0,28099.0,,21450.0,0.484,0.6879,38500.0,0.3315,0.6183783784,0.148,1.01530054988363,45756.0,0,21450.0,1.0,0.8414197045196259
Midwestern State University,TX,76308-2099,12,0.7639,7969.0,5170.0,0.3787,0.6213,0.6738,57712.0,23.0,0.7925,19481.0,11551.0,9601.0,10045.0,,0.4039,0.4775,33750.0,0.4387,0.6297709924,0.078,1.01354042784512,50396.0,0,10045.0,1.203103843349651,0.6696960076196523
University of North Texas,TX,76203-1277,12,0.7321,10151.0,32159.0,0.4725,0.5275,0.7922,72891.0,22.0,0.7361,23462.0,21172.0,11044.0,15086.0,,0.3682,0.506,33335.0,0.5469,0.641278213,0.073,1.00155863332979,51232.0,0,15086.0,1.917059036580949,0.6506675515302935
Our Lady of the Lake University,TX,78207-4689,11,0.4013,7064.0,1328.0,0.3148,0.6852,0.63,52505.0,23.0,0.6795,39529.0,29218.0,29218.0,,17537.0,0.58,0.6977,38250.0,0.3975,0.5175023652,0.067,1.03320288276769,41813.0,1,17537.0,1.0,0.914787267117882
The University of Texas Rio Grande Valley,TX,78539-2999,12,0.8267,6354.0,24902.0,0.4272,0.5728,0.7648,35906.0,22.0,0.8016,13989.0,18260.0,8132.0,4514.0,,0.6243,0.3611,22355.0,0.459,0.5556842308,0.048,1.0117507761397,45895.0,0,4514.0,2.245450073782587,0.4870900969604532
Paul Quinn College,TX,75241,11,0.2667,5183.0,552.0,0.433,0.567,0.5738,52585.0,22.0,0.7916,19027.0,9125.0,9125.0,,13951.0,0.8055,0.8218,32000.0,0.1963,0.2643312102,0.208,1.07477790645467,35651.0,0,13951.0,1.0,0.8975905304199041
Prairie View A & M University,TX,77446,32,0.8439,8102.0,8109.0,0.3464,0.6536,0.663,57579.0,20.0,0.801,24668.0,25654.0,10786.0,14582.0,,0.6527,0.7291,43000.0,0.3539,0.3583167331,0.141,1.07251817419719,40354.0,0,14582.0,2.378453550899314,1.0655697080834614
Rice University,TX,77005-1827,11,0.8311,16579.0,3978.0,0.5181,0.4819,0.9769,77707.0,19.0,0.0872,65150.0,49112.0,49112.0,,16999.0,0.1548,0.1295,26763.0,0.9363,0.8981042654,0.01,0.75144536860172,77683.0,0,16999.0,1.0,0.3445155310685736
Saint Edward's University,TX,78704-6489,11,0.4668,8991.0,3404.0,0.3769,0.6231,0.798,71197.0,21.0,0.8821,59409.0,47440.0,47440.0,,24833.0,0.4014,0.5561,37500.0,0.6378,0.6953929539,0.054,0.96308745558564,53186.0,1,24833.0,1.0,0.7050727635091941
University of St Thomas,TX,77006-4696,11,0.9602,7634.0,2047.0,0.3683,0.6317,0.84,71790.0,23.0,0.8728,44170.0,31460.0,31460.0,,18476.0,0.4019,0.3332,37500.0,0.6185,0.6460767947,0.053,0.97317233223236,53223.0,1,18476.0,1.0,0.7045826052646412
Sam Houston State University,TX,77340,32,0.7998,8058.0,18805.0,0.3789,0.6211,0.7538,63900.0,22.0,0.834,22120.0,18664.0,8536.0,14617.0,,0.4058,0.5263,35750.0,0.5319,0.6414242728,0.084,1.02118797630755,50125.0,0,14617.0,2.1865042174320526,0.713216957605985
Schreiner University,TX,78028-5697,33,0.5344,6594.0,1168.0,0.4315,0.5685,0.6435,58273.0,23.0,0.9322,39205.0,30470.0,30470.0,,22370.0,0.3723,0.6566,34000.0,0.4518,0.6567656766,0.105,0.98909996463177,41064.0,0,22370.0,1.0,0.8279758425871809
St. Mary's University,TX,78228,11,0.6061,9768.0,2252.0,0.4436,0.5564,0.7414,56236.0,20.0,0.7863,41856.0,32140.0,32140.0,,19276.0,0.4252,0.5609,44302.0,0.5801,0.6607744108,0.058,1.0227516875157,52285.0,1,19276.0,1.0,0.8473175863058239
Southern Methodist University,TX,75275-0221,21,0.6703,13112.0,6679.0,0.5085,0.4915,0.9148,82038.0,20.0,0.4729,74306.0,56560.0,56560.0,,36222.0,0.1144,0.2207,31000.0,0.7956,0.8014869888,0.043,0.89554637943789,72514.0,0,36222.0,1.0,0.42750365446672367
Southwestern Assemblies of God University,TX,75165,21,0.529,5281.0,1630.0,0.4687,0.5313,0.6744,59789.0,24.0,0.8753,33819.0,19834.0,19834.0,,24982.0,0.5538,0.7139,39500.0,0.4443,0.5515653775,0.164,1.01387119131429,39942.0,0,24982.0,1.0,0.9889339542336387
Southwestern University,TX,78626,13,0.7019,8474.0,1507.0,0.4519,0.5481,0.8571,75446.0,20.0,0.4903,55886.0,43560.0,43560.0,,25470.0,0.2566,0.5105,38650.0,0.7155,0.8682352941,0.039,0.94060836281958,57053.0,0,25470.0,1.0,0.6774402748321736
Stephen F Austin State University,TX,75961,33,0.7183,7881.0,10230.0,0.3612,0.6388,0.7001,60702.0,21.0,0.6795,21677.0,18972.0,8844.0,13723.0,,0.3855,0.5209,40500.0,0.502,0.5800996796,0.094,1.02406662230308,45914.0,0,13723.0,2.1451831750339214,0.8820838959794398
Texas State University,TX,78666,13,0.7482,8418.0,33917.0,0.4185,0.5815,0.7565,66830.0,21.0,0.8113,22791.0,22397.0,10581.0,15230.0,,0.3715,0.5088,32193.0,0.5484,0.6211635364,0.068,0.99571487413115,50671.0,0,15230.0,2.116718646630753,0.6353338201338044
Southwestern Adventist University,TX,76059,31,1.0,6522.0,660.0,0.3894,0.6106,0.6772,57388.0,22.0,0.577,32356.0,22188.0,22188.0,,20329.0,0.4916,0.5947,37361.0,0.4366,0.5635964912,0.088,1.01691464751342,47194.0,0,20329.0,1.0,0.791647243293639
Sul Ross State University,TX,79832,33,0.6162,6613.0,1847.0,0.4034,0.5966,0.5233,40704.0,23.0,0.9963,20112.0,21557.0,8806.0,11951.0,,0.5381,0.4801,28000.0,0.2482,0.5025041736,0.159,1.03667366583233,43314.0,0,11951.0,2.4479900068135363,0.6464422588539502
Tarleton State University,TX,76401-0000,33,0.625,7651.0,11350.0,0.3799,0.6201,0.6523,55170.0,23.0,0.5577,21795.0,17621.0,7851.0,18979.0,,0.4031,0.5418,31000.0,0.4776,0.6397022333,0.073,1.01338418052842,46642.0,0,18979.0,2.2444274614698765,0.6646370224261395
Texas A & M University-Kingsville,TX,78363,32,0.7616,7281.0,5265.0,0.5132,0.4868,0.6496,45266.0,23.0,0.7726,22535.0,24687.0,9136.0,13778.0,,0.4531,0.5079,31303.0,0.3828,0.5208659364,0.089,1.04714640773232,47368.0,0,13778.0,2.7021672504378285,0.6608469853065361
Texas A & M University-College Station,TX,77843-1248,12,0.8739,12209.0,53119.0,0.5266,0.4734,0.9323,67194.0,20.0,0.5779,29341.0,38602.0,12153.0,19057.0,,0.2153,0.3054,30735.0,0.8179,0.8520342823,0.029,0.89541137363431,66566.0,0,19057.0,3.176335061301736,0.4617222005227894
The University of Texas at Arlington,TX,76013,11,0.6238,9515.0,34422.0,0.385,0.615,0.7465,66876.0,27.0,0.8289,23217.0,28129.0,11040.0,14246.0,,0.3555,0.3808,31000.0,0.5027,0.6315692929,0.058,0.9954620080773,54633.0,0,14246.0,2.5479166666666666,0.5674226200281881
The University of Texas at Austin,TX,78705,11,0.8219,13728.0,39783.0,0.4549,0.5451,0.9569,72284.0,20.0,0.3182,26254.0,38326.0,10824.0,18023.0,,0.2258,0.3465,38141.0,0.841,0.8166432913,0.027,0.90292782763646,67839.0,0,18023.0,3.5408351810790837,0.5622282168074412
The University of Texas at Dallas,TX,75080-3021,12,0.7284,12815.0,20972.0,0.5678,0.4322,0.8867,79361.0,22.0,0.7859,26401.0,38168.0,13442.0,15232.0,,0.3333,0.4029,31000.0,0.7085,0.7079245283,0.049,0.94073382534675,60595.0,0,15232.0,2.839458413926499,0.5115933657892565
The University of Texas at El Paso,TX,79968-0691,11,0.6897,9258.0,21335.0,0.4611,0.5389,0.7538,46777.0,22.0,0.9999,17334.0,24524.0,9161.0,8920.0,,0.5735,0.3958,35500.0,0.3822,0.5426581544,0.105,1.02859624601303,44770.0,0,8920.0,2.6770003274751666,0.7929417020326112
The University of Texas at Tyler,TX,75799-6699,12,0.7235,8298.0,6616.0,0.4217,0.5783,0.7075,53622.0,24.0,0.8319,20371.0,22752.0,8742.0,10974.0,,0.3326,0.3446,30249.0,0.4343,0.6530445443,0.066,1.00514232786907,49446.0,0,10974.0,2.602608098833219,0.6117582817619222
Texas Christian University,TX,76129,11,0.9973,12116.0,9442.0,0.4163,0.5837,0.9127,76266.0,20.0,0.4712,65234.0,49250.0,49250.0,,36811.0,0.1405,0.287,32000.0,0.8253,0.8316582915,0.034,0.90395261327285,61325.0,0,36811.0,1.0,0.521810028536486
Texas College,TX,75702,12,0.6667,4517.0,940.0,0.5436,0.4564,0.4562,47120.0,22.0,,19940.0,10000.0,10000.0,,14088.0,0.2179,0.2159,38500.0,0.1144,0.2368421053,0.191,1.08066216322824,31196.0,0,14088.0,1.0,1.2341325811001411
Texas Lutheran University,TX,78155-5999,31,0.6454,7274.0,1407.0,0.4911,0.5089,0.7308,65468.0,20.0,0.5575,41662.0,30860.0,30860.0,,19223.0,0.3643,0.6244,35500.0,0.5435,0.7294117647,0.091,0.99445839438904,51215.0,0,19223.0,1.0,0.6931563018646881
The University of Texas Permian Basin,TX,79762-0001,12,0.5599,8108.0,3423.0,0.4385,0.5615,0.6336,47475.0,26.0,0.8832,18098.0,7506.0,6666.0,10092.0,,0.3127,0.3938,24309.0,0.4047,0.6538461538,0.104,0.99236674012812,50006.0,0,10092.0,1.126012601260126,0.486121665400152
The University of Texas at San Antonio,TX,78249-1644,11,0.7141,9488.0,27573.0,0.4968,0.5032,0.7346,63798.0,21.0,0.7659,21177.0,20263.0,8262.0,13853.0,,0.4404,0.4918,37222.0,0.4085,0.6173460686,0.072,1.00840771237969,50810.0,0,13853.0,2.452553861050593,0.7325723282818343
Texas Southern University,TX,77004,11,0.6541,7726.0,7092.0,0.4057,0.5943,0.5269,53781.0,22.0,0.9086,24201.0,21833.0,9173.0,19430.0,,0.6511,0.6606,44431.0,0.2217,0.299782909,0.09,1.08348614682919,35199.0,0,19430.0,2.3801373596424287,1.2622801784141595
Texas Tech University,TX,79409-5005,11,0.8693,9558.0,31172.0,0.5229,0.4771,0.8671,65284.0,21.0,0.6891,24054.0,19260.0,9300.0,17571.0,,0.269,0.4158,34500.0,0.6055,0.7178258328,0.065,0.97846139118699,58435.0,0,17571.0,2.0709677419354837,0.5903995892872422
Texas Wesleyan University,TX,76105-1536,11,0.3684,7893.0,1483.0,0.4646,0.5354,0.5168,62890.0,24.0,0.4207,46996.0,31816.0,31816.0,,23473.0,0.5179,0.5977,34895.0,0.3382,0.527014218,0.059,1.02565661254754,49382.0,0,23473.0,1.0,0.7066339961929448
Texas Woman's University,TX,76204,12,0.9723,8788.0,9418.0,0.1016,0.8984,0.7302,69739.0,24.0,0.9323,18715.0,18055.0,7926.0,9617.0,,0.3876,0.4581,34308.0,0.4305,0.6170011806,0.067,1.01445771957099,49724.0,0,9617.0,2.2779460005046683,0.6899686268200467
Trinity University,TX,78212-7200,11,0.7473,10992.0,2428.0,0.4757,0.5243,0.9232,78650.0,19.0,0.2876,58840.0,44680.0,44680.0,,24669.0,0.1657,0.3367,37925.0,0.7635,0.9309734513,0.018,0.89932151725741,65315.0,0,24669.0,1.0,0.5806476307127
Wayland Baptist University,TX,79072,33,1.0,3909.0,2812.0,0.4932,0.5068,0.4128,52818.0,29.0,0.9748,32915.0,22658.0,22658.0,,25152.0,0.3832,0.48,33221.0,0.234,0.5550405562,0.064,1.0149383076431,45166.0,0,25152.0,1.0,0.7355311517513173
West Texas A & M University,TX,79016-0001,31,0.7629,7863.0,7338.0,0.4219,0.5781,0.6838,51385.0,22.0,0.6895,20150.0,9541.0,8135.0,12761.0,,0.3808,0.47,31000.0,0.4452,0.6541843048,0.089,1.01095307150228,45739.0,0,12761.0,1.1728334357713583,0.6777585867640307
Wiley College,TX,75670,32,0.5942,4828.0,711.0,0.443,0.557,0.5122,46196.0,25.0,,23906.0,12522.0,12522.0,,17666.0,0.7405,0.6683,44442.0,0.3677,0.2998872604,0.222,1.07789275999286,32763.0,0,17666.0,1.0,1.3564691878033148
Brigham Young University,UT,84602,12,0.7226,11371.0,31292.0,0.4979,0.5021,0.9035,64914.0,21.0,0.6749,18484.0,5790.0,5790.0,,13322.0,0.3649,0.14,26683.0,0.8212,0.8431547089,0.017,0.85418754759924,70785.0,0,13322.0,1.0,0.37695839514021334
Brigham Young University-Hawaii,HI,96762-1294,31,0.9927,9283.0,2974.0,0.3806,0.6194,0.6094,69190.0,21.0,0.9733,18862.0,5720.0,5720.0,,14051.0,0.2343,0.1474,16975.0,0.6429,0.7525252525,0.053,0.90662215941185,49232.0,0,14051.0,1.0,0.34479606759831005
Eagle Gate College-Murray,UT,84123-6965,21,0.2105,2266.0,215.0,0.1116,0.8884,0.7333,64280.0,29.0,,24061.0,14880.0,14880.0,,18153.0,0.5659,0.0976,32562.0,0.7652,0.351798972,0.163,1.01291766334337,32969.0,0,18153.0,1.0,0.9876550699141617
Southern Utah University,UT,84720,33,0.7198,7217.0,7534.0,0.4473,0.5527,0.7362,55546.0,22.0,0.7835,19800.0,20586.0,6770.0,14285.0,,0.3092,0.4606,23165.0,0.497,0.7191332788,0.063,0.94321222267327,47456.0,0,14285.0,3.040768094534712,0.4881363789615644
Utah State University,UT,84322-1400,13,0.9551,9439.0,20913.0,0.459,0.541,0.7352,60534.0,23.0,0.9095,19223.0,23042.0,8402.0,13634.0,,0.3361,0.275,27500.0,0.5193,0.7764633584,0.052,0.93001537314389,50432.0,0,13634.0,2.742442275648655,0.5452887055837563
Utah Valley University,UT,84058-5999,13,0.4194,8296.0,28314.0,0.5404,0.4596,0.6466,65815.0,23.0,,13697.0,16570.0,5820.0,9159.0,,0.2954,0.144,36598.0,0.3333,0.6599101348,0.059,0.98183853684072,52096.0,0,9159.0,2.8470790378006874,0.7025107493857494
University of Utah,UT,84112-9008,12,0.9767,10813.0,23432.0,0.5308,0.4692,0.8894,69474.0,23.0,0.6212,20948.0,27220.0,8615.0,14773.0,,0.257,0.2866,34500.0,0.6951,0.7695118386,0.026,0.94461627094149,60590.0,0,14773.0,3.1596053395240857,0.5694008912361775
Westminster College,UT,84105,12,1.0,8091.0,1716.0,0.3875,0.6125,0.7981,70649.0,22.0,0.9184,45799.0,34984.0,34984.0,,20674.0,0.2769,0.4416,35500.0,0.5923,0.7865853659,0.032,0.9067821112832,56565.0,0,20674.0,1.0,0.6275965703173341
Bennington College,VT,05201-6003,32,0.4793,9997.0,698.0,0.3467,0.6533,0.8283,77879.0,20.0,0.6079,73133.0,55950.0,55950.0,,29325.0,0.2231,0.502,27000.0,0.7507,0.8507462687,0.042,0.90374245823686,44196.0,0,29325.0,1.0,0.6109150149334781
Castleton University,VT,05735,32,1.0,6777.0,1829.0,0.4653,0.5347,0.6611,61392.0,20.0,0.8379,24717.0,29150.0,12470.0,17637.0,,0.3668,0.686,31000.0,0.5491,0.7922874671,0.064,0.97125031531425,46876.0,0,17637.0,2.3376102646351242,0.6613192251898626
Champlain College,VT,05401,13,0.9924,8597.0,3605.0,0.5956,0.4044,0.8246,72226.0,26.0,0.8515,59199.0,41828.0,41828.0,,33561.0,0.2308,0.5321,33050.0,0.6454,0.8385185185,0.042,0.93914625561421,60024.0,0,33561.0,1.0,0.5506130880980941
Goddard College,VT,05667-9432,42,1.0,5090.0,165.0,0.2364,0.7636,0.8,61220.0,31.0,1.0,29957.0,17084.0,17084.0,,23873.0,0.617,0.7128,35448.0,0.5217,0.6181818182,0.042,1.00726371291414,36670.0,0,23873.0,1.0,0.9666757567493864
Northern Vermont University,VT,05656-9464,42,1.0,6881.0,1897.0,0.4149,0.5851,0.6227,60809.0,24.0,0.7778,24294.0,26126.0,12422.0,15749.0,,0.4601,0.6412,34012.0,0.3963,0.6846361186,0.108,0.99482236690256,40580.0,0,15749.0,2.1032039929157946,0.8381468703794973
Middlebury College,VT,05753,32,0.8629,11784.0,2555.0,0.4705,0.5295,0.9443,77169.0,20.0,0.1536,71980.0,56216.0,56216.0,,25656.0,0.1564,0.2317,32000.0,0.9195,0.8737623762,0.01,0.82322225280732,65933.0,0,25656.0,1.0,0.48534117968240487
Norwich University,VT,05663-1035,32,0.4214,7619.0,3196.0,0.761,0.239,0.8006,68974.0,21.0,0.7507,57596.0,41496.0,41496.0,,24701.0,0.2668,0.5449,38000.0,0.6137,0.8289855072,0.056,0.92219319463616,59819.0,0,24701.0,1.0,0.6352496698373427
Saint Michael's College,VT,05439,22,1.0,8367.0,1551.0,0.4597,0.5403,0.8281,75427.0,19.0,0.8309,59582.0,47045.0,47045.0,,27927.0,0.1665,0.5826,32000.0,0.7966,0.922705314,0.023,0.89976968291249,54401.0,1,27927.0,1.0,0.5882244811676256
University of Vermont,VT,05405-0160,13,0.7786,10594.0,10700.0,0.4067,0.5933,0.873,74257.0,20.0,0.673,33467.0,43690.0,18802.0,18982.0,,0.1544,0.424,27758.0,0.7644,0.8761955367,0.024,0.88507360786065,58245.0,0,18982.0,2.3236889692585896,0.47657309640312473
Averett University,VA,24541,32,1.0,6038.0,884.0,0.5645,0.4355,0.6838,58009.0,24.0,0.6495,46388.0,35600.0,35600.0,,23516.0,0.4527,0.7586,38229.0,0.4187,0.5679475164,0.089,1.01811546488294,45467.0,0,23516.0,1.0,0.8408076187124728
Bluefield College,VA,24605,32,0.4273,5369.0,829.0,0.4608,0.5392,0.5288,55033.0,26.0,0.9941,37295.0,27036.0,27036.0,,23158.0,0.5085,0.7383,31000.0,0.3134,0.586645469,0.121,1.02379559696889,43825.0,0,23158.0,1.0,0.7073588134626355
Bridgewater College,VA,22812-1599,23,0.7688,6854.0,1709.0,0.4482,0.5518,0.7203,65460.0,19.0,0.6729,50136.0,36600.0,36600.0,,17929.0,0.3132,0.7281,33000.0,0.6167,0.8080415045,0.053,0.94579715216916,48160.0,0,17929.0,1.0,0.6852159468438538
William & Mary,VA,23187-8795,23,0.8056,11395.0,6240.0,0.4197,0.5803,0.9462,83534.0,19.0,0.3768,39221.0,46854.0,23628.0,19800.0,,0.1176,0.2512,27250.0,0.906,0.88202692,0.01,0.84609192438354,64723.0,0,19800.0,1.9829862874555613,0.42102498339075756
Regent University,VA,23464,11,0.7419,8146.0,4121.0,0.3936,0.6064,0.7756,64029.0,33.0,0.8554,28997.0,18620.0,18620.0,,15267.0,0.5381,0.7187,35500.0,0.5793,0.5021949078,0.065,1.02238801236425,41712.0,0,15267.0,1.0,0.8510740314537782
Christopher Newport University,VA,23606-3072,12,0.621,9015.0,4826.0,0.4467,0.5533,0.8445,79798.0,19.0,0.7189,30802.0,27790.0,14924.0,25596.0,,0.139,0.4624,30820.0,0.7513,0.8258609487,0.013,0.92265846972904,55027.0,0,25596.0,1.8621013133208255,0.5600886837370745
Emory & Henry College,VA,24327-0947,41,1.0,7038.0,999.0,0.4885,0.5115,0.7649,53554.0,19.0,0.7309,49575.0,35100.0,35100.0,,18593.0,0.4351,0.714,35000.0,0.5669,0.7618110236,0.11,0.98503937343083,42500.0,0,18593.0,1.0,0.8235294117647058
Eastern Mennonite University,VA,22802-2462,13,1.0,5842.0,967.0,0.3837,0.6163,0.845,59648.0,22.0,0.646,50236.0,38230.0,38230.0,,23763.0,0.3077,0.5923,33500.0,0.588,0.8433098592,0.068,0.93928454135483,42697.0,0,23763.0,1.0,0.7845984495397803
Ferrum College,VA,24088-9000,42,1.0,5771.0,1044.0,0.5728,0.4272,0.5433,59937.0,19.0,0.7316,47923.0,35365.0,35365.0,,22159.0,0.5961,0.8434,41500.0,0.2812,0.5606820461,0.152,1.04275972629204,40224.0,0,22159.0,1.0,1.031722354813047
George Mason University,VA,22030-4444,21,0.5215,11489.0,26013.0,0.5062,0.4938,0.8638,95275.0,22.0,0.8674,26773.0,36024.0,12564.0,21048.0,,0.2953,0.429,31520.0,0.7034,0.7832995794,0.026,0.9237051117466,66148.0,0,21048.0,2.8672397325692454,0.47650722621999153
Hampden-Sydney College,VA,23943-0128,42,0.9115,8395.0,993.0,0.995,0.005,0.7918,68823.0,19.0,0.5743,62174.0,46890.0,46890.0,,31227.0,0.1623,0.5578,33000.0,0.6651,0.7903225806,0.044,0.89781121730503,65446.0,0,31227.0,1.0,0.5042324970204444
Hampton University,VA,23668-0099,12,1.0,7495.0,3705.0,0.3406,0.6594,0.7549,65714.0,20.0,0.36,42334.0,28024.0,28024.0,,31307.0,0.3593,0.6642,39000.0,0.5877,0.4953051643,0.095,1.06860293972164,52372.0,0,31307.0,1.0,0.7446727258840602
Hollins University,VA,24020,22,0.6538,6824.0,666.0,0.0,1.0,0.8894,65801.0,20.0,0.7124,55101.0,40010.0,40010.0,,20603.0,0.3639,0.6716,35500.0,0.6095,0.6037296037,0.041,0.98627596612058,35969.0,0,20603.0,1.0,0.9869609941894409
James Madison University,VA,22807,13,0.7926,9212.0,19655.0,0.4218,0.5782,0.8911,81580.0,20.0,0.7675,27221.0,29106.0,12206.0,22169.0,,0.1496,0.3666,29680.0,0.8405,0.8810848401,0.023,0.89779852034717,61268.0,0,22169.0,2.3845649680485006,0.4844290657439446
Liberty University,VA,24515,13,0.4001,5875.0,46438.0,0.4171,0.5829,0.8147,62401.0,30.0,0.5106,39490.0,22747.0,22747.0,,28903.0,0.4342,0.5665,39016.0,0.4868,0.4466326884,0.085,1.01485867983921,42394.0,0,28903.0,1.0,0.920318913053734
Longwood University,VA,23909,33,1.0,7778.0,3618.0,0.3259,0.6741,0.7508,69841.0,20.0,0.8989,27100.0,29480.0,13520.0,19462.0,,0.2655,0.5301,32500.0,0.6702,0.8236842105,0.055,0.96400093520027,45952.0,0,19462.0,2.1804733727810652,0.7072597493036211
University of Lynchburg,VA,24501-3113,13,0.6484,7803.0,1850.0,0.3924,0.6076,0.7481,73876.0,20.0,0.9104,52529.0,40690.0,40690.0,,23207.0,0.2859,0.6652,38000.0,0.5969,0.7528301887,0.052,0.98553904552608,49490.0,0,23207.0,1.0,0.7678318852293392
Mary Baldwin University,VA,24401,13,0.2559,6909.0,1367.0,0.1851,0.8149,0.6423,62187.0,25.0,0.8439,43325.0,31110.0,31110.0,,16982.0,0.5569,0.6903,41442.0,0.4292,0.5969626168,0.075,1.0363060429291,39538.0,0,16982.0,1.0,1.0481562041580252
University of Mary Washington,VA,22401-5300,22,0.6456,8402.0,4160.0,0.3606,0.6394,0.8011,83782.0,21.0,0.7473,27127.0,29696.0,13270.0,21907.0,,0.1995,0.4227,28735.0,0.6508,0.8467213115,0.03,0.92865984166065,54819.0,0,21907.0,2.237829691032404,0.5241795727758624
Marymount University,VA,22207-4299,12,0.4519,8498.0,2127.0,0.3493,0.6507,0.7174,89815.0,22.0,0.8101,47854.0,33330.0,33330.0,,26078.0,0.2689,0.4775,35699.0,0.5792,0.7218487395,0.034,0.97483681845023,60360.0,1,26078.0,1.0,0.5914347249834327
Norfolk State University,VA,23504-8000,12,1.0,8405.0,5083.0,0.3335,0.6665,0.7446,56695.0,23.0,0.9169,24430.0,20790.0,9622.0,12645.0,,0.6547,0.7303,46750.0,0.3671,0.3268365817,0.127,1.08537373158778,39696.0,0,12645.0,2.160673456661817,1.1777005239822653
Old Dominion University,VA,23529,12,0.9559,8778.0,18965.0,0.4456,0.5544,0.7972,63797.0,23.0,0.8933,24935.0,30840.0,10680.0,16493.0,,0.3923,0.5555,35165.0,0.5222,0.5784864724,0.07,1.00911507687804,49678.0,0,16493.0,2.8876404494382024,0.7078586094448247
Radford University,VA,24142,23,0.6706,8327.0,7214.0,0.3934,0.6066,0.7139,67375.0,20.0,0.7532,23893.0,23432.0,11350.0,16447.0,,0.3729,0.6582,31000.0,0.574,0.7712437518,0.055,0.97539839022435,50383.0,0,16447.0,2.0644933920704847,0.6152869023281663
